PID,Address,Coords4,latitude,longitude,2001_police,2002_fire_station,2004_post_box,2005_post_office,2007_library,2008_town_hall,2013_nursing_home,2015_graveyard,2081_university,2082_school,2101_pharmacy,2110_hospital,2120_doctors,2121_dentist,2129_veterinary,2201_theatre,2203_cinema,2204_park,2205_playground,2206_dog_park,2251_sports_centre,2252_pitch,2253_swimming_pool,2255_golf_course,2256_stadium,2258_track,2301_restaurant,2302_fast_food,2303_cafe,2304_pub,2305_bar,2306_food_court,2401_hotel,2402_motel,2404_guesthouse,2421_shelter,2422_camp_site,2501_supermarket,2502_bakery,2504_mall,2505_department_store,2510_general,2511_convenience,2512_clothes,2513_florist,2515_bookshop,2517_shoe_shop,2518_beverages,2519_optician,2520_jeweller,2521_gift_shop,2522_sports_shop,2523_stationery,2524_outdoor_shop,2525_mobile_phone_shop,2529_beauty_shop,2541_car_dealership,2542_bicycle_shop,2543_doityourself,2544_furniture_shop,2546_computer_shop,2547_garden_centre,2561_hairdresser,2564_car_wash,2568_laundry,2601_bank,2602_atm,2701_tourist_info,2721_attraction,2722_museum,2724_memorial,2725_artwork,2741_picnic_site,2742_viewpoint,2901_toilet,2902_bench,2903_drinking_water,2904_fountain,2906_waste_basket,2907_camera_surveillance,2950_tower,2951_comms_tower,2952_water_tower,2961_wastewater_plant,2964_water_works,3100_christian,3102_christian_catholic,3103_christian_evangelical,3104_christian_lutheran,3105_christian_methodist,3200_jewish,3300_muslim,4101_spring,4121_tree,4141_beach,5201_traffic_signals,5203_stop,5204_crossing,5206_motorway_junction,5207_turning_circle,5209_street_lamp,5250_fuel,5260_parking,5262_parking_multistorey,5270_parking_bicycle,5301_slipway,5303_pier,5311_dam,5332_weir,5621_bus_stop,5651_airport,5655_helipad,5656_apron,7201_forest,7202_park,7203_residential,7204_industrial,7206_cemetery,7208_meadow,7209_commercial,7210_nature_reserve,7211_recreation_ground,7212_retail,7215_orchard,7216_vineyard,7217_scrub,7218_grass,7228_farmyard,7229_farmland,8200_water,8201_reservoir,8221_wetland
909176150,"436 HAYWARD AVE, Ames, Iowa, USA","436 Hayward Ave, Ames, IA 50014, USA",42.0177796,-93.6514517,1,1,0,2,1,0,0,1,1,1,1,0,1,0,0,3,0,12,7,0,4,43,1,0,1,5,22,12,14,2,11,1,0,0,1,17,0,4,1,0,0,0,5,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,6,4,1,2,2,23,0,0,2,60,1,7,1,1,2,0,2,0,0,4,1,0,3,1,0,0,0,3382,0,28,0,747,0,2,0,2,149,7,105,0,0,0,0,96,0,0,0,26,12,19,1,1,2,4,0,3,0,0,0,0,753,0,9,11,0,1
905476230,"3416 WEST ST, Ames, Iowa, USA","3416 West St, Ames, IA 50014, USA",42.0246969,-93.6641856,1,1,0,2,1,0,0,1,1,2,2,0,1,0,0,1,0,10,9,0,3,22,4,0,0,2,21,12,11,2,11,1,0,0,1,13,0,4,1,0,0,0,5,3,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,6,2,0,3,6,3,0,0,2,19,0,1,1,56,2,3,1,0,2,1,1,0,0,6,1,0,2,1,0,1,0,2472,0,15,0,739,0,13,0,4,95,6,73,0,0,0,0,77,0,0,0,30,10,38,0,1,2,5,1,2,0,0,0,0,540,0,8,8,0,1
911128020,"320 S 2ND ST, Ames, Iowa, USA","320 S 2nd St, Ames, IA 50010, USA",42.0213891,-93.6148547,1,2,1,1,1,0,0,1,0,2,3,1,2,1,1,0,1,8,16,0,0,28,2,1,0,0,24,28,4,1,4,0,5,0,0,7,0,5,2,0,2,0,4,9,1,3,2,2,1,3,3,0,1,0,1,5,1,3,0,1,1,1,14,0,1,10,2,0,0,1,11,29,0,0,1,27,7,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,73,0,36,0,1111,0,9,0,7,104,1,10,0,0,0,0,83,0,0,0,31,8,48,2,1,0,28,0,1,2,0,0,3,131,0,5,13,10,0
535377150,"1524 DOUGLAS AVE, Ames, Iowa, USA","1524 Douglas Ave, Ames, IA 50010, USA",42.0380697,-93.6120649,1,2,2,2,1,0,0,1,0,4,2,1,2,1,0,0,1,11,16,0,0,26,3,1,0,0,10,4,3,0,4,0,0,0,0,4,0,1,2,1,4,0,1,8,0,2,3,0,1,3,3,0,0,0,1,5,0,2,1,1,1,0,12,0,1,9,2,0,0,1,9,25,0,0,0,18,3,0,0,0,0,0,0,0,0,11,0,0,3,1,0,0,0,71,0,9,0,864,0,7,0,1,86,1,8,0,0,0,0,53,0,0,0,13,10,38,0,1,0,3,0,0,0,0,0,1,52,1,1,5,12,0
534177230,"2304 FILLMORE AVE, Ames, Iowa, USA","2304 Fillmore Ave, Ames, IA 50010, USA",42.0449,-93.6318933,0,0,1,2,0,0,1,0,0,4,1,0,0,1,0,0,1,9,12,0,1,24,6,0,0,1,10,6,0,0,0,0,0,0,0,6,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,8,0,0,3,1,1,0,0,0,0,5,0,559,0,27,0,1,62,0,33,0,0,0,0,62,0,0,0,6,9,31,0,0,0,1,1,1,0,0,0,0,18,0,0,10,0,0
908128060,"4003 MARIGOLD DR, Ames, Iowa, USA","4003 Marigold Dr, Ames, IA 50014, USA",42.0191089,-93.6716132,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,7,8,0,4,19,4,0,0,2,5,6,1,1,2,0,3,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,4,2,0,1,2,3,1,1,0,1,0,1,1,0,0,4,0,1,1,0,0,0,0,82,0,13,1,503,2,22,0,4,38,0,7,0,0,0,0,38,0,0,0,24,7,45,0,0,0,6,1,1,0,0,0,2,39,0,7,7,0,1
902135020,"212 10TH ST 210, Ames, Iowa, USA","212 10th St, Ames, IA 50010, USA",42.0310516,-93.6128959,1,2,1,1,1,0,0,1,0,2,3,1,2,1,0,0,0,10,19,0,0,21,3,1,0,0,17,20,4,0,4,0,1,0,0,6,0,4,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,10,29,0,0,1,30,8,0,0,0,0,0,0,0,0,12,0,0,3,1,0,0,0,75,0,23,0,1160,0,6,0,6,91,1,12,0,0,0,0,78,0,0,0,23,10,55,2,1,0,24,0,0,2,0,0,2,39,0,3,6,14,0
528228540,"2431 LAKESIDE DR, Ames, Iowa, USA","2431 Lakeside Dr, Ames, IA 50010, USA",42.0634011,-93.6427409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,1,0,1,1,5,1,4,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,4,0,134,0,26,0,1,7,0,0,0,0,0,0,15,0,0,0,4,7,20,0,0,0,0,0,0,0,0,0,0,59,4,4,32,0,2
923426010,"602 KEN MARIL RD, Ames, Iowa, USA","602 Ken Maril Rd, Ames, IA 50010, USA",41.9863363,-93.6036175,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,4,0,1,15,0,0,0,0,0,0,4,0,0,0,26,1,28,0,1,0,4,1,0,0,1,0,0,46,8,26,8,0,0
908186050,"3901 MARIGOLD DR, Ames, Iowa, USA","3901 Marigold Dr, Ames, IA 50014, USA",42.019086,-93.6703816,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,7,8,0,4,18,4,0,0,2,7,7,2,1,3,0,3,0,1,6,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,2,3,0,1,1,9,1,1,0,1,0,1,1,0,0,4,0,1,1,1,0,0,0,210,0,15,1,536,1,20,0,4,44,1,20,0,0,0,0,41,0,0,0,25,7,44,0,0,0,6,1,1,0,0,0,2,95,0,9,6,0,1
528186170,"3629 CHILTON AVE, Ames, Iowa, USA","3629 Chilton Ave, Ames, IA 50010, USA",42.057103,-93.6514127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,1,12,1,0,0,0,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,6,0,233,0,23,0,1,9,0,0,0,0,0,0,18,0,0,0,6,10,18,0,0,0,0,0,0,0,0,0,1,30,2,7,18,0,0
923426070,"700 KEN MARIL RD, Ames, Iowa, USA","700 Ken Maril Rd, Ames, IA 50010, USA",41.9863635,-93.6021339,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,4,0,1,15,0,0,0,0,0,0,4,0,0,0,26,1,28,0,1,0,4,1,0,0,1,0,0,46,9,26,9,0,0
902204080,"1102 CARROLL AVE, Ames, Iowa, USA","1102 Carroll Ave, Ames, IA 50010, USA",42.0322288,-93.6086225,1,2,1,1,1,0,0,1,0,2,2,1,2,1,0,0,0,10,12,0,0,18,1,1,0,0,16,17,4,0,4,0,1,0,0,2,0,2,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,8,26,0,0,0,15,3,0,0,0,0,0,0,0,2,12,0,0,3,1,0,0,0,71,0,20,0,999,0,6,0,5,79,1,10,0,0,0,0,64,0,0,0,27,9,35,2,1,0,22,0,0,1,0,0,4,52,1,4,7,14,0
